Tweet ID,Parent Text,Tweet Text,hate_speech,hate_speech_type,identity_targeted,counterspeech,counterspeech_type,dominant_counterspeech_type,augmented
1078692815662731267,"reasons why i hate myself

•i’m ugly
•i’m fat
•i try too hard
•i cry a lot
•i worry too much
•i get frustrated too much
•i cry a LOT
•boys don’t notice me
•i don’t care about myself, i put other people before my feelings
•i cry a  l o t
•there’s a lot more i could say",@adorbdolxn These are all not true. You are beautiful just the way you are 💛,0,,,0.0,,,
1528958837335724032,"I’m so sick of women being bullied by trans community. 

I think this is so unfair. I’m with Taylor Silverman #skateboarding @jk_rowling 

Women sports are being destroyed 
Shame on @redbullskate @newsmax","@McCannCaseTweet @jk_rowling @redbullskate @newsmax Hear hear.  Trans freaks should have their own class as Male physical structure will beat female physical structure in most sports. Why sports bodies and sponsors do not recognise this simple fact should astound the paying public, who should REFUSE to pay to see events.  STOP IT!",1,explicit,LGBTQ+,0.0,,,
1255663980317720580,"Rutgers University Professor Brittney Cooper unleashed a tirade at supporters of President Trump in a social media thread this week. In response to the recent campaign to end Chinese virus shutdowns, Cooper posted, “Fuck each and every Trump supporter.” https://t.co/qYozjypoDX",@BreitbartNews @jimandamybass @RutgersU this is what you stand for?,0,,,1.0,denouncing hate speech,denouncing hate speech,
1422062810641620993,"My main reason why I can’t stand gay men is “How on earth are you this fine😍, and don’t want women?”.
Not like I really have a problem with them ohh, but how can a fine man want another man instead of me?😅
Just howww🤷🏽‍♀️🤷🏽‍♀️🤷🏽‍♀️???","@AlexiaMarinette dear i like you.
   can we just make things happen the convert the like to love ?.",0,,,0.0,,,
1319335668141744130,"@agboola_giwa @TheKing59234514 @MuyisOke @cdqolowo They used to chill? Yes
They had disagreements? Yes
Cdq talk say then disrespect am? Yes

I saw a post of cdq voicing out that seyi would get his turn too, sure did

Can seyi come out in Lagos confidently now? He won’t dare

The God or babalawo of cdq is strong",@joziphshittu @TheKing59234514 @MuyisOke @cdqolowo Lol bro in coming weeks seyi would come out even cdq forefathers no go fit do anything person wey pass you pass you no cap 🧢 him come online dey rant watin be personal issues life no be so them fit come back tomorrow but the damage has been done already,0,,,0.0,,,
1436072873496498181,"@ssoobinbread @bobabearl goodnight bread, you need it 😭😭",@gayeonjunie @bobabearl zbbss but it's funny,0,,,0.0,,,
1245710045154689031,"Yea,we could only stay at home now...
Fuck you China!🤬

#FuckChina
#WuhanCoronaVirus 
#BoycottChina https://t.co/47bbbJHeX6","@Jack27688344 We have been stayed at home for three months to prevent the spread of the virus.only policemen doctors worked day and night.Honey,we gave you for three months to prepare the campaign.",0,,,1.0,presenting facts,presenting facts,
1260760088828170242,"@SkinnyassTakira i don’t know what im supposed to respond back to this lol, this must be to the tweet i quoted cuz i dont have to @ anyone to express what i been seeing on my TL all day.",@__ShanDemand Lol it was my bad 😂😂😂,0,,,0.0,,,
1513223210648719360,"Spoilers #KillingEve
.
.
Just gotta say, the argument isn’t that it’s “never” ok to kill a queer character. What’s played out and tired as hell is withholding love from two queer women, then letting them experience it for all of 5 seconds before immediately killing one. TIIIIRED.","@LaikaSpaceDog I had been a “villaneve will die together” truther for months, I accepted that fate. Was just praying it was done right. They couldn’t even let them sink to the bottom by each other’s side. No, they had to have Eve come up for air &amp; scream, just cruel.",0,,,0.0,,,
1319741306168578049,"stop saying justin is retiring weirdos you don't know this man and it shows, please stfu and stop overthinking, calm ur titties bitch",@flatlineuhl Thank u so much they scared me so much I tought I missed something,0,,,0.0,,,
1514299234882834442,"@sharrond62 They don't have one single argument against your stance, so of course they attack you. Really pleased to hear they miss every time.","@craigowrie @sharrond62 It was all fear in a cloak of a daring demon, that my naked naivety fell at the sight of. With the teeth of iron that were but a decoy.

As maidens sought for love on that rose filled day, I kept to myself begging for grace.
 from the upcoming bestseller 
https://t.co/gLmcoDpCAn",0,,,0.0,,,
1265725834393944066,This is a bigger issue with religion especially politically and at the core I just utterly despise seeing people in power continuing to pick and choose aspects of the bible that only pertain to their lives or make them feel good about themselves.,@SeanYoo SPEAK 🗣️🗣️,0,,,0.0,,,
1155534564368027649,"@DeeCherAime Except math. That's impossible. My brain hates it lol. Seriously, I get your point though. I'm a 43 yo vet w/ADD &amp; I'm in grad school. It's our own choice&amp; motivation or lack thereof. Some days are harder with PTSD, but failure is not an option. Just sharing my story.🥰🍷",@ChicquilaC There are a lot of things that keep people from moving forward. What drives me crazy is the people that are perfectly capable of doing things for themselves but won’t even try. That goes for old and young as well.,0,,,0.0,,,
1107517851261456385,Y’all bitches must be stopped this is not ok under any circumstance. https://t.co/yY2OJfTsMh,"@uncle_drew217 @Cydthekiid They just brought him to the beach like a regular day, it just happened to be Spring break💀🤣",0,,,0.0,,,
1317943974225694720,@tndlawal @ayosogunro Then don't shut them up when they express their brutality; just like they aren't shutting you up for expressing yours.,@gainz452 @ayosogunro Never have I...can't talk for others,0,,,0.0,,,
1255680330540834823,"Rutgers University Professor Brittney Cooper unleashed a tirade at supporters of President Trump in a social media thread this week. In response to the recent campaign to end Chinese virus shutdowns, Cooper posted, “Fuck each and every Trump supporter.” https://t.co/qYozjypoDX",@BreitbartNews What an obese feed blister she is 😆,1,explicit,Women,0.0,,,
1336696018008682497,"You know something? I’m sick of women having to be everything to even have an opinion on something whilst men can have no experiences, no qualifications and no fuckin idea what they are talking about and they are still given a platform to talk utter bollocks with no references.",@DrJessTaylor Every feckin time. I notice it more and more. I've started telling family members when they do this. The auto response from male family members is to scoff then opine when women speak. They now get told.,0,,,0.0,,,
1513314970582364162,@SheDidItHerself @villlanevee Martin did tell her in 2x07 “Be careful. You don’t want to end up in here.” 😞,"@LaikaSpaceDog @villlanevee According to the show I guess she should have ""beared that in mind"" 😒",0,,,0.0,,,
849105786479538176,If you snapchat me a picture of your 2k myplayers shoes with a bunch of stupid ass emojis I'm deleting you,@KingmanBryce That's a thing now?😂😂,0,,,0.0,,,
1539371398405267457,"Shut up.

I'm sick of white people who expect Democrats to do the job they themselves cannot or will not do.

These are YOUR friends, family, neighbors and coworkers falling for this stupid RW propaganda.

Maybe get off your mayonnaise asses, confront them and stop being cowards",@Kennymack1971 @pareising Shut up yourself.  Some of us Mayo butts have voted democrat in every election since we were 18.  I am 70.  Fight me. Damn.,0,,,0.0,,,
1257256174665203712,"Oh fuck off Owen Jones, you redundant Shit Weasel. You spent four years trying to get elected a man who champions Jew killers, funds Holocaust deniers &amp; praises nazi style artwork. Don’t try &amp; feign you have any righteous indignation about an antisemitic book 📚",@leekern13 If he was “ redundant “ why are you so upset?? Lol,0,,,0.0,,,
1543278775412178950,,"The other day someone asked me why I don't like white people. Tell me rn, what is there to like??",1,implicit,White,0.0,,,
1318192626831601666,If you look both ways before you cross the street you’re a pussy,@ModestPelican You guys go outside in 2020?,0,,,0.0,,,
1238448038454210562,"The Chinese Communist Party has gone into overdrive pushing the lie that the #Wuhanvirus started in the US. It started in #China, and it was spread around the world thanks to Chinese government negligence and lies. They are 100% responsible for every death. #Coronavirus #CCPvirus",@patcondell That they are Pat and I for one still believe it is a laboratory modified virus that escaped from one of their Labs.,1,implicit,Asian,0.0,,,
1319735035856064512,"@flatlineuhl thank youuu, they are driving everyone crazy im going to k word all of them",@biebsthegirl must be worms on the brain,1,implicit,Unspecified,0.0,,,
1131158999469035520,"To show my support for the trans community, I will be transitioning to male tomorrow afternoon at 4pm.

At 5pm I’ll transition back to female, because I despise men and could never be one for more than an hour.","@TitaniaMcGrath I’m tranny fluid, just call me Mercon V.",1,implicit,LGBTQ+,0.0,,,
1508631124377051140,@DarrickBuild What the hell 💀 how is she not embarrassed or scared to get jumped but like half the school 😭😭,@Quino0426 SHE SCARE AND NO SHE NOT HER WHOLE FAMILY IS RACIST,0,,,0.0,,,
1189603769950060544,,Old age or not Davido gave that man his size nicely...I'm sick of old people meddling in the affairs of youths and suddenly acting surprised when they get washed 😂,0,,,0.0,,,
1212186263542890496,"Yes, my mannerism is often over the top, I KNOW I have that ""gay voice"" too, I also know that because of this, many people are uncomfortable around me, I know because I've experienced this since I was younger.

If I could un-gay myself and stop receiving constant hate I would.",@CeddyOrNot Nothing wrong with you Ceddy. We love you just the way you are ❤️,0,,,0.0,,,
1396863753568849922,If you’re offended that I said men are dumb as hell it’s because it probably applies to you. If you’re not then you get the concept of venting,@iamjessallen Nice set,0,,,0.0,,,
1279355421980069891,@whosalex Someone PLEASE give me the backstory,@ZABARAKATIKI @whosalex Just regular Flakka cravings.,0,,,0.0,,,
1393736742331629569,@iamjessallen Ya gotta find the right man. But I do understand venting.,@Skepti_Schism I have a great one. It’s some of these others on here that get on my nerves,0,,,0.0,,,
1319294146499219456,Seyi Tinubu Howfar. heard u ran away to London already 👀 no worry karma is a bitch. U and all ur family e o le ever ni isimin mo konshe epe 💀 I told u dis wil mark the end of oppressor era. How u see am now ✊ Nigga tryna play fast 1 u n ur team run go write fake news shebi😳,@cdqolowo Are we fighting tinubu or Nigeria govt... Make una focus abeg tinubu is not ur problem d real enemy are somewhere in Abuja chilling,0,,,0.0,,,
1320086695002320897,This bitch still talking when I already told her to shut the fuck up. https://t.co/yGU5b4kSSa,"@kathygriffin You know, she's... tubby. Where I have a problem is in the ""Image of Ivankaronga"" (sleek, shiny, in control), versus the ""Truth of Ivankaronga"", which is that she's tubby and wants ice cream and may really like girls -- which is fine, but she should just say so. There we are.",1,explicit,women,0.0,,,
1183437839725453313,"@callhertiti White people, although natively not too bright, can and should be trained to refrain from bad behaviors such as ever ever using the word “ghetto” in a sentence, quoting certain rap lyrics, and peeing on the carpet.",@YrSignal @callhertiti I'd say a big part is just ignorance and the privilege to have never been affected by the things were saying. It never even crossed my mind how problematic master/slave terminology was (regarding audio equipment) until someone called me out on it. Keep calling us out on it,0,,,1.0,affiliation,affiliation,
1361482842413420544,"Yes, I hate Islam! For those who ask why, here is why I, an Ex-Muslim, criticize Islam: https://t.co/qs0uO3wLaI",@ApostateProphet I am an Ex-Christian but I've never attacked Christianity or any other religions in such a cheap way! I believe you should learn how to respect religions and humanity before you come to talk here!,0,,,1.0,denouncing hate speech,denouncing hate speech,
1150015808292175872,"If you think this is okay, please end yourself and unfollow me. I don’t want this kind of people in my life. I don’t deserve this, i hate this so much it’s making me SICK",why the fuck are you being so disrespectful??? it’s so gross i cant even believe this is real,0,,,1.0,hostile language,hostile language,
976887425627811842,You know what I hate Niggers.,"@gregorysaIcido Dude you got fired! 😂 I hope you don’t get hired anywhere, and you and your family suffer for your stupid actions. Best of luck dumb fuck! 😆",0,,,1.0,warning of consequences,warning of consequences,
960377243607490560,You know what I hate Niggers.,@gregorysaIcido You might want to remove “teacher” from your profile... since you know... your done with that.,0,,,1.0,warning of consequences,warning of consequences,
1513530745184296965,"y'all took ""ironic"" homophobia all the way back around to just regular hate crimes bc why are cishet women calling me a f*ggot bc i said they're just being regular homophobic",cis women on this app fell wayyyy too comfortable on here there's no reason why you should be using literal slurs and argue that gay men shouldn't exist in a public space as gay men,0,,,1.0,denouncing hate speech,denouncing hate speech,
1345793871196815360,"See this pic now, that's why i hate muslims😒🙄. #Islamophobia_in_india https://t.co/8gsavtRXwA",@Samaira50529704 You can’t just trigger a religion due to certain people....you all be disregarding such people in other religion lmao....islamophobia is a never ending topic in india periodt✨,0,,,1.0,challenging logic,challenging logic,
1232919373402107904,this mf did not just say the n word 4 times and still post the video i fucking hate white people https://t.co/xIFWXmdAq1,@PrimeLakeShow16 A white guy says something stupid and you despise what he said so much you show that by saying something stupid too. Let me fight stupid with dumb that is the smart thing to do https://t.co/VQ9zNCmrjE,0,,,1.0,challenging logic,challenging logic,
1343759633387761665,Man I really hate fat pple w everything in me,@allmightyfleek fuck you!!,0,,,1.0,hostile language,hostile language,
1454405931274420225,"Literary Someone Said ""I Don't Like LGBT in Pokémon"" But Didn't Say That It's Bad.. Why The Heck Everyone Started To Call him Homophobic..Is People's Opinion Even A Thing RN ? 😒",@ZPokelover It sounds rather homophobic that he is ok with straight ships but not with lgbt,0,,,1.0,challenging logic,challenging logic,
1298318326272229381,literally all u had to say was my bad..........i fucking hate white people lmao https://t.co/8tR8T9zELj,@snackvinder Literally no one agrees with you but you. This is such a reach. Everyone just wants to be offended lmao.,0,,,1.0,challenging logic,challenging logic,
1476461215949877251,i HATE transgender people. THEY FREAKING SUCK!!!!!!!!!!!!!!!!!!!!!!!!!,@goblin_sorcerer they keep buying up all the uncrustables and kid cuisine and stealing all the good titty implants,0,,,1.0,humor,humor,
309120685429641216,I hate retard kids & gay niggas.,@AhhShitt_Timm dude ... what is wrong with you ?,0,,,1.0,denouncing hate speech,denouncing hate speech,
1232899495081365504,,this mf did not just say the n word 4 times and still post the video i fucking hate white people https://t.co/xIFWXmdAq1,1,explicit,,,,,
1150015362664140802,"TW/// islamophobia \n\nthis is not okay, i cant believe im getting all of this hate for saying “bts muslim” and there is nothing wrong with me being Muslim and bisexual, i am valid. You are horrible person. i will find u nd end u bitch. I won’t let your stupid words hurt me, coward https://t.co/WImbKR8lmi","If you think this is okay, please end yourself and unfollow me. I don’t want this kind of people in my life. I don’t deserve this, i hate this so much it’s making me SICK",0,,,1.0,hostile language,hostile language,
1298318029747625986,,"literally all u had to say was my bad..........i fucking hate white people lmao https://t.co/8tR8T9zELj""",1,explicit,,0.0,,,
1476460629888155648,,i HATE transgender people. THEY FREAKING SUCK!!!!!!!!!!!!!!!!!!!!!!!!!,1,,,,,,
1255663980327720580,"Rutgers University Professor Brittney Cooper unleashed a tirade at supporters of President Trump in a social media thread this week. In response to the recent campaign to end Chinese virus shutdowns, Cooper posted, “Fuck each and every Trump supporter.” https://t.co/qYozjypoDX",@BreitbartNews @jimandamybass @RutgersU is this really what your values represent?,0,,,1.0,denouncing hate speech,denouncing hate speech,True
1255663980337720580,"Rutgers University Professor Brittney Cooper unleashed a tirade at supporters of President Trump in a social media thread this week. In response to the recent campaign to end Chinese virus shutdowns, Cooper posted, “Fuck each and every Trump supporter.” https://t.co/qYozjypoDX",@BreitbartNews @jimandamybass @RutgersU is this truly the stance you believe in?,0,,,1.0,denouncing hate speech,denouncing hate speech,True
1245710045164689031,"Yea,we could only stay at home now...
Fuck you China!🤬

#FuckChina
#WuhanCoronaVirus 
#BoycottChina https://t.co/47bbbJHeX6","@Jack27688344 For three months, we've been staying home to help stop the virus from spreading. Only doctors and police have been working tirelessly. We’ve given you this time to get your campaign ready.",0,,,1.0,presenting facts,presenting facts,True
1245710045174689031,"Yea,we could only stay at home now...
Fuck you China!🤬

#FuckChina
#WuhanCoronaVirus 
#BoycottChina https://t.co/47bbbJHeX6",@Jack27688344 We've been in lockdown for three months to curb the virus's spread. It’s been the doctors and police working hard during this time. We’ve allowed you these three months to set up your campaign.,0,,,1.0,presenting facts,presenting facts,True
1183437839735453313,"@callhertiti White people, although natively not too bright, can and should be trained to refrain from bad behaviors such as ever ever using the word “ghetto” in a sentence, quoting certain rap lyrics, and peeing on the carpet.",@YrSignal @callhertiti I believe a significant factor is simply a lack of awareness and the privilege of not having faced the issues we're discussing. I never realized how problematic the master/slave terms were when referring to audio gear until someone pointed it out. Please continue to call us out on these matters.,0,,,1.0,affiliation,affiliation,True
1183437839745453313,"@callhertiti White people, although natively not too bright, can and should be trained to refrain from bad behaviors such as ever ever using the word “ghetto” in a sentence, quoting certain rap lyrics, and peeing on the carpet.",@YrSignal @callhertiti I think a large part of the issue stems from ignorance and the privilege of not being impacted by the topics we're addressing. It honestly didn't occur to me how offensive the master/slave language was in relation to audio devices until I was challenged on it. Keep holding us accountable.,0,,,1.0,affiliation,affiliation,True
1361482842423420544,"Yes, I hate Islam! For those who ask why, here is why I, an Ex-Muslim, criticize Islam: https://t.co/qs0uO3wLaI","@ApostateProphet As someone who has left Christianity, I find it disappointing that you choose to attack faiths in such a disrespectful manner. It’s crucial to show respect for all religions and for humanity as a whole before making such statements!",0,,,1.0,denouncing hate speech,denouncing hate speech,True
1361482842433420544,"Yes, I hate Islam! For those who ask why, here is why I, an Ex-Muslim, criticize Islam: https://t.co/qs0uO3wLaI","@ApostateProphet I used to be a Christian, yet I've never resorted to disparaging Christianity or any belief system in a trivializing fashion! It's important to demonstrate respect for different faiths and for people before entering into discussions like this.",0,,,1.0,denouncing hate speech,denouncing hate speech,True
1150015808302175872,"If you think this is okay, please end yourself and unfollow me. I don’t want this kind of people in my life. I don’t deserve this, i hate this so much it’s making me SICK","Seriously? How can you be so disrespectful? It's appalling, I can hardly wrap my head around this.",0,,,1.0,hostile language,hostile language,True
1150015808312175872,"If you think this is okay, please end yourself and unfollow me. I don’t want this kind of people in my life. I don’t deserve this, i hate this so much it’s making me SICK",What’s wrong with you? This level of disrespect is unbelievable and really disturbing to witness.,0,,,1.0,hostile language,hostile language,True
976887425637811842,You know what I hate Niggers.,"@gregorysaIcido Wow, you actually got fired! 😂 I really hope you find it hard to get another job, and that you and your family face the consequences of your foolish behavior. Good luck, idiot! 😆",0,,,1.0,warning of consequences,warning of consequences,True
976887425647811842,You know what I hate Niggers.,"@gregorysaIcido Ha, you lost your job! 😂 I genuinely wish you struggle to find new employment, and that your family experiences the fallout from your reckless actions. Best of luck, you fool! 😆",0,,,1.0,warning of consequences,warning of consequences,True
960377243617490560,You know what I hate Niggers.,@gregorysaIcido It might be a good idea to take ‘teacher’ off your profile... considering you’ve moved on from that role.,0,,,1.0,warning of consequences,warning of consequences,True
960377243627490560,You know what I hate Niggers.,"@gregorysaIcido Maybe you should consider deleting ‘teacher’ from your bio... since, you know, you’re no longer in that position.",0,,,1.0,warning of consequences,warning of consequences,True
1513530745194296965,"y'all took ""ironic"" homophobia all the way back around to just regular hate crimes bc why are cishet women calling me a f*ggot bc i said they're just being regular homophobic",Cis women on this platform are getting way too relaxed with their words. There's absolutely no justification for using slurs and insisting that gay men don't belong in public spaces.,0,,,1.0,denouncing hate speech,denouncing hate speech,True
1513530745204296965,"y'all took ""ironic"" homophobia all the way back around to just regular hate crimes bc why are cishet women calling me a f*ggot bc i said they're just being regular homophobic",It's concerning how comfortable cis women have become on this app. There’s no excuse for throwing around slurs and claiming that gay men shouldn’t have a place in society.,0,,,1.0,denouncing hate speech,denouncing hate speech,True
1345793871206815360,"See this pic now, that's why i hate muslims😒🙄. #Islamophobia_in_india https://t.co/8gsavtRXwA","@Samaira50529704 You shouldn't judge an entire religion because of the actions of a few individuals. People often ignore similar behavior in other faiths, funny how that works. Islamophobia is a persistent issue in India, no doubt about it✨",0,,,1.0,challenging logic,challenging logic,True
1345793871216815360,"See this pic now, that's why i hate muslims😒🙄. #Islamophobia_in_india https://t.co/8gsavtRXwA","@Samaira50529704 Blaming a whole religion for the actions of some is unfair. It’s interesting how folks overlook bad behavior in other religions, though. Islamophobia continues to be a significant problem in India, periodt✨",0,,,1.0,challenging logic,challenging logic,True
1232919373412107904,this mf did not just say the n word 4 times and still post the video i fucking hate white people https://t.co/xIFWXmdAq1,"@PrimeLakeShow16 When a white person says something ignorant and you react with ignorance yourself, how does that help? Responding to foolishness with more foolishness isn't a solution. https://t.co/VQ9zNCmrjE",0,,,1.0,challenging logic,challenging logic,True
1232919373422107904,this mf did not just say the n word 4 times and still post the video i fucking hate white people https://t.co/xIFWXmdAq1,"@PrimeLakeShow16 So you're upset about a white guy's dumb comment, and your reaction is to say something equally ignorant? Fighting ignorance with more ignorance isn't the right approach. https://t.co/VQ9zNCmrjE",0,,,1.0,challenging logic,challenging logic,True
1343759633397761665,Man I really hate fat pple w everything in me,@allmightyfleek screw you!!,0,,,1.0,hostile language,hostile language,True
1343759633407761665,Man I really hate fat pple w everything in me,"@allmightyfleek no way, that's not cool!!",0,,,1.0,hostile language,hostile language,True
1454405931284420225,"Literary Someone Said ""I Don't Like LGBT in Pokémon"" But Didn't Say That It's Bad.. Why The Heck Everyone Started To Call him Homophobic..Is People's Opinion Even A Thing RN ? 😒",@ZPokelover It seems quite homophobic to accept straight couples but reject LGBT ones.,0,,,1.0,challenging logic,challenging logic,True
1454405931294420225,"Literary Someone Said ""I Don't Like LGBT in Pokémon"" But Didn't Say That It's Bad.. Why The Heck Everyone Started To Call him Homophobic..Is People's Opinion Even A Thing RN ? 😒",@ZPokelover It's pretty homophobic to support straight ships while dismissing LGBT ones.,0,,,1.0,challenging logic,challenging logic,True
1298318326282229381,literally all u had to say was my bad..........i fucking hate white people lmao https://t.co/8tR8T9zELj,"@snackvinder Honestly, you're the only one who thinks that way. This is quite a stretch. It feels like everyone just wants to be upset, lol.",0,,,1.0,challenging logic,challenging logic,True
1298318326292229381,literally all u had to say was my bad..........i fucking hate white people lmao https://t.co/8tR8T9zELj,"@snackvinder Seriously, no one is on your side except for you. This is such an exaggerated take. It seems like people are just looking to be offended, haha.",0,,,1.0,challenging logic,challenging logic,True
1476461215959877251,i HATE transgender people. THEY FREAKING SUCK!!!!!!!!!!!!!!!!!!!!!!!!!,@goblin_sorcerer they’re hoarding all the uncrustables and kid cuisine while snatching up the best implants. What a surprise!,0,,,1.0,humor,humor,True
1476461215969877251,i HATE transgender people. THEY FREAKING SUCK!!!!!!!!!!!!!!!!!!!!!!!!!,"@goblin_sorcerer looks like they’re clearing the shelves of uncrustables and kid cuisine, plus getting all the top-tier implants. Classic!",0,,,1.0,humor,humor,True
309120685439641216,I hate retard kids & gay niggas.,"@AhhShitt_Timm, seriously... what's going on with you?",0,,,1.0,denouncing hate speech,denouncing hate speech,True
309120685449641216,I hate retard kids & gay niggas.,"@AhhShitt_Timm, I really have to ask... what’s up with you?",0,,,1.0,denouncing hate speech,denouncing hate speech,True
1150015362674140802,"TW/// islamophobia \n\nthis is not okay, i cant believe im getting all of this hate for saying “bts muslim” and there is nothing wrong with me being Muslim and bisexual, i am valid. You are horrible person. i will find u nd end u bitch. I won’t let your stupid words hurt me, coward https://t.co/WImbKR8lmi","If you're okay with this kind of behavior, please do me a favor and unfollow me. I refuse to surround myself with such negativity. I deserve better than this, and it makes me feel genuinely sick.",0,,,1.0,hostile language,hostile language,True
1150015362684140802,"TW/// islamophobia \n\nthis is not okay, i cant believe im getting all of this hate for saying “bts muslim” and there is nothing wrong with me being Muslim and bisexual, i am valid. You are horrible person. i will find u nd end u bitch. I won’t let your stupid words hurt me, coward https://t.co/WImbKR8lmi","If you think this is acceptable, I urge you to unfollow me and consider ending it all. I don’t want toxic people in my life. I absolutely don’t deserve this, and it’s making me feel ill.",0,,,1.0,hostile language,hostile language,True
