tweet_id,source_file,source_index,url,date,username,raw_content,word_count,reply_count,likes_count,retweet_count,quote_count,num_links,has_media,has_quoted_tweet,duplicate_sources,sample_rank,sampling_stratum
950523648703680514,2_cleaned_data.json,76,https://x.com/93artHussle/status/950523648703680514,2018-01-09 00:24:32+00:00,,"I’m sick of LGBT people that shit a damn shame y’all know that shit ain’t right , you can’t force a nigga to be comfortable with/around y’all.",27,0,0,1,1,0,False,False,[],11,2_cleaned_data.json|medium|low_engagement|no_media|not_quoted
330938549669081088,3_cleaned_data.json,221,https://x.com/robdelaney/status/330938549669081088,2013-05-05 06:54:33+00:00,,Girl I wanna rip my dick off and throw it at your pussy.,13,114,998,573,0,0,False,False,[],12,3_cleaned_data.json|medium|high_engagement|no_media|not_quoted
1271505752759427074,3_cleaned_data.json,466,https://x.com/sofain/status/1271505752759427074,2020-06-12 18:12:49+00:00,,"“I don’t like motherfucking black people,” she said. “I fucking hate black people, bro.”

Life comes at ya fast, Jackie. Hope you used your discount on this year's costume before you lost that employee discount.

https://t.co/c9OtaQa2AN",36,3,20,0,0,1,False,False,[],13,3_cleaned_data.json|long|medium_engagement|no_media|not_quoted
1502672889757249540,3_cleaned_data.json,54,https://x.com/hauntingnellie/status/1502672889757249540,2022-03-12 15:48:29+00:00,,i hate gay people so much it’s unreal https://t.co/L1TDmuw4hG,9,10,22,0,0,0,True,False,[],14,3_cleaned_data.json|short|medium_engagement|media|not_quoted
1514504454225027076,3_cleaned_data.json,157,https://x.com/OmerGhazi2/status/1514504454225027076,2022-04-14 07:22:54+00:00,,"I come from two Indias.

In one, @RanaAyyub is allowed to travel abroad because its ""just 10-12 crore""

In another, @imAkbarOwaisi gets acquitted on his hate speech against Hindus because ""not enough evidence"".

But in both, Muslims are victims of oppression.",41,10,2212,551,5,0,False,False,[],15,3_cleaned_data.json|long|high_engagement|no_media|not_quoted
1343257829973508096,2_cleaned_data.json,142,https://x.com/JIGGY_JIGGZ_/status/1343257829973508096,2020-12-27 18:09:57+00:00,,"I really cannot stress enough how 

much I really hate female drivers.",12,4,0,0,0,0,False,False,[],16,2_cleaned_data.json|medium|low_engagement|no_media|not_quoted
337316851791036416,3_cleaned_data.json,225,https://x.com/Jack_Maude/status/337316851791036416,2013-05-22 21:19:39+00:00,,"Fuck pakis, fuck muslims, fuck you all. Go back to where you're wanted #scum",14,3,1,0,0,0,False,False,[],17,3_cleaned_data.json|medium|low_engagement|no_media|not_quoted
1544192787020595201,0_cleaned_data.json,70,https://x.com/davvekat/status/1544192787020595201,2022-07-05 05:33:44+00:00,,"Why you should unfollow @Beecantremember , a thread:
Said I like men too, when that is incorrect and very wrong. I do not like men. False information from the left
Receipts: https://t.co/PT2KrqpKxE",32,1,0,0,0,0,True,False,['1_cleaned_data.json'],18,0_cleaned_data.json|long|low_engagement|media|not_quoted
1207365082285514752,0_cleaned_data.json,95,https://x.com/spiiciearchive/status/1207365082285514752,2019-12-18 18:20:42+00:00,,white trans men are the funniest people on earth y'all are like wow i fucking hate women and think you're woke,21,2,45,2,1,0,False,False,['1_cleaned_data.json'],19,0_cleaned_data.json|medium|medium_engagement|no_media|not_quoted
1358895921615040519,2_cleaned_data.json,101,https://x.com/noneofyours99/status/1358895921615040519,2021-02-08 21:50:09+00:00,,I'm sick of men using the damn headache excuse to get out of sex.,14,67,285,64,4,0,False,False,[],20,2_cleaned_data.json|medium|high_engagement|no_media|not_quoted
1543433189850497024,3_cleaned_data.json,117,https://x.com/fairykales/status/1543433189850497024,2022-07-03 03:15:22+00:00,,i fucking hate being a girl and i fucking hate men they’re gross and disgusting,15,2,1,0,0,0,False,False,[],21,3_cleaned_data.json|medium|low_engagement|no_media|not_quoted
463429911219568640,2_cleaned_data.json,127,https://x.com/Camm_Og/status/463429911219568640,2014-05-05 21:27:55+00:00,,I really hate mexican people,5,5,6,0,0,0,False,False,[],22,2_cleaned_data.json|short|medium_engagement|no_media|not_quoted
1391275675097595906,3_cleaned_data.json,303,https://x.com/SpectreInSpace/status/1391275675097595906,2021-05-09 06:15:44+00:00,,"&gt; turns out she's having a child she know will pass likely within days
&gt; this woman is having a baby for the thrill of watching it suffer and die
&gt; so it can ""share truth &amp; share about Jesus"" (her words)
&gt; just so she can feel all high &amp; holy
&gt; I fucking hate religious people",58,3,6,0,0,0,False,False,[],23,3_cleaned_data.json|long|low_engagement|no_media|not_quoted
979903297346678784,3_cleaned_data.json,38,https://x.com/PATAPATANSFW/status/979903297346678784,2018-03-31 02:08:46+00:00,,I hate LGBT and feminism because of them.,8,2,1,0,0,0,False,False,[],24,3_cleaned_data.json|short|low_engagement|no_media|not_quoted
1344291785929940996,0_cleaned_data.json,287,https://x.com/SamShutUp_/status/1344291785929940996,2020-12-30 14:38:32+00:00,,"See this pic now, that's why i hate muslims😒🙄. 

#Islamophobia_in_india https://t.co/8gsavtRXwA",11,7,25,9,1,0,True,False,['1_cleaned_data.json'],25,0_cleaned_data.json|medium|medium_engagement|media|not_quoted
1482323670026575873,0_cleaned_data.json,149,https://x.com/justagaybitchh_/status/1482323670026575873,2022-01-15 12:07:57+00:00,,"Tw// hatefull coments??

My whole fucking class + friendgroup keep calling me a n@zi bc i am 25% german, like uhm wtf?? 😑 , one off them even asked if i hate jewish people???, im so done with them all......",40,2,1,0,0,0,False,False,['1_cleaned_data.json'],26,0_cleaned_data.json|long|low_engagement|no_media|not_quoted
1321213037450350596,3_cleaned_data.json,149,https://x.com/ln4szn/status/1321213037450350596,2020-10-27 22:11:49+00:00,,i despise straight people https://t.co/4IsmVHOdb1,5,10,78,2,1,0,True,False,[],27,3_cleaned_data.json|short|medium_engagement|media|not_quoted
1000926297252560896,3_cleaned_data.json,44,https://x.com/SubuBhandari/status/1000926297252560896,2018-05-28 02:26:40+00:00,,"I hate Indian people cause they always think I’m Mexican. 
No bheta I’m 100% Desi just like you",18,1,10,0,0,0,False,False,[],28,3_cleaned_data.json|medium|low_engagement|no_media|not_quoted
431611572809895936,3_cleaned_data.json,59,https://x.com/Daniel_Aldana1/status/431611572809895936,2014-02-07 02:13:12+00:00,,I hate fat people.,4,1,1,0,0,0,False,False,[],29,3_cleaned_data.json|short|low_engagement|no_media|not_quoted
398946968741085184,3_cleaned_data.json,48,https://x.com/ryanbonnerr/status/398946968741085184,2013-11-08 22:55:44+00:00,,I hate gays and lesbians because god does!,8,1,0,0,0,0,False,False,[],30,3_cleaned_data.json|short|low_engagement|no_media|not_quoted
473289562903830528,3_cleaned_data.json,482,https://x.com/lyssmello/status/473289562903830528,2014-06-02 02:26:39+00:00,,"""@Argueta0002: 👙- I FUCKING HATE JEW"" but I hate Jew more",11,0,0,0,0,0,False,False,[],31,3_cleaned_data.json|medium|low_engagement|no_media|not_quoted
1266434668376834051,2_cleaned_data.json,40,https://x.com/DanKaszeta/status/1266434668376834051,2020-05-29 18:22:08+00:00,,"If your attitude is ""I hate Muslims so much that I am going to bother people in London, even though I live in Maine, and tell them they can't go to Bayswater because of the Jihad"" you really need to adjust your attitude in life.",45,6,72,10,0,0,False,False,[],32,2_cleaned_data.json|long|medium_engagement|no_media|not_quoted
1274200785442701312,3_cleaned_data.json,78,https://x.com/keedrugs/status/1274200785442701312,2020-06-20 04:41:55+00:00,,I hate Asian doll body so bad.,7,2,9,1,0,0,False,False,[],33,3_cleaned_data.json|short|low_engagement|no_media|not_quoted
1543357944040914950,3_cleaned_data.json,101,https://x.com/trippygal420/status/1543357944040914950,2022-07-02 22:16:22+00:00,,I fucking hate men bruh like literally a fucking CURSE to be attracted to them,15,1,3,0,0,0,False,False,[],34,3_cleaned_data.json|medium|low_engagement|no_media|not_quoted
289891961748471808,3_cleaned_data.json,471,https://x.com/JManziel2/status/289891961748471808,2013-01-12 00:30:04+00:00,,“@RealZachK0enn: @JManziel2 You're a faggot”you're a Texas fan...,8,128,805,870,1,0,False,False,[],35,3_cleaned_data.json|short|high_engagement|no_media|not_quoted
1390014556035067906,3_cleaned_data.json,241,https://x.com/newswithnatalie/status/1390014556035067906,2021-05-05 18:44:30+00:00,,"Disturbing video shows a NOMA store owner getting punched in the face 2x by a customer after he said he could not open a jewelry case. I spoke to the owner who said the man yelled, “F* the Chinese. I hate Chinese people.” PD investigating this as a possible hate crime. @fox5dc https://t.co/90bXIAA8uq",53,31,52,42,29,0,True,False,[],36,3_cleaned_data.json|long|medium_engagement|media|not_quoted
983084022614994944,2_cleaned_data.json,80,https://x.com/VegasTrollop/status/983084022614994944,2018-04-08 20:47:50+00:00,,"I’m sick of female #sexwork abolitionists who say they want to “save” us

Can we get real for a minute? Lady- you don’t want to save me

You hate me
You want me dead
You’re jealous of me
You despise me
You caught your partner w/ me
(Insert your own explanation)
#SESTA #FOSTA",53,13,234,54,7,0,False,False,[],37,2_cleaned_data.json|long|medium_engagement|no_media|not_quoted
1408905645554810885,3_cleaned_data.json,299,https://x.com/gloopshloop/status/1408905645554810885,2021-06-26 21:50:56+00:00,,🧍‍♂️👍🏳️‍🌈 — i do  Not like gays.  https://t.co/CB8NLnZIKn,8,1,0,0,0,1,False,False,[],38,3_cleaned_data.json|short|low_engagement|no_media|not_quoted
1387111407733415937,3_cleaned_data.json,32,https://x.com/KNSLOOKS/status/1387111407733415937,2021-04-27 18:28:25+00:00,,I HATE MEN,3,752,34036,2090,894,0,False,True,[],39,3_cleaned_data.json|short|high_engagement|no_media|quoted
1514317904447160322,0_cleaned_data.json,123,https://x.com/_I_am_RAJ/status/1514317904447160322,2022-04-13 19:01:37+00:00,,when she says i don't like female friends.....i have only male friends https://t.co/1uNoOOP6vb,13,10,47,37,0,0,True,False,"['0_cleaned_data.json', '1_cleaned_data.json']",40,0_cleaned_data.json|medium|medium_engagement|media|not_quoted
1318554131200724992,2_cleaned_data.json,148,https://x.com/TweetyMctwat/status/1318554131200724992,2020-10-20 14:06:17+00:00,,"I love Democrats telling me I have to vote Biden. Bitch, Im an Independent. I don't owe your shit party anything. My vote was very easy to earn but the DNC did everything they could to let me know they are not interested in fighting for the policies I believe in.",51,17,583,114,8,0,False,False,[],41,2_cleaned_data.json|long|high_engagement|no_media|not_quoted
1210795068723826688,0_cleaned_data.json,133,https://x.com/JaydenCole/status/1210795068723826688,2019-12-28 05:30:14+00:00,,"Welp my Mom got called a ‘fucking cunt bitch’ by a homeless dude who tried to tell her his life story as I pulled her away into a shop, so she’s really getting the whole NYC experience. Happy Holidays! 🎄#ChristmasInNewYork",40,16,95,2,0,0,False,False,['1_cleaned_data.json'],42,0_cleaned_data.json|long|medium_engagement|no_media|not_quoted
1238344513376014336,0_cleaned_data.json,326,https://x.com/Sootradhar/status/1238344513376014336,2020-03-13 06:01:53+00:00,,"Now these bottomless stupid CCP bots will talk about science. These fkng btards must have their ass whipped blue. 

I pray to God that Communists all over the world die a painful death.

Fk Communist China #WuhanVirus",37,3,26,13,0,0,False,True,['1_cleaned_data.json'],43,0_cleaned_data.json|long|medium_engagement|no_media|quoted
1513887690349068303,3_cleaned_data.json,291,https://x.com/BitcoinMom9/status/1513887690349068303,2022-04-12 14:32:06+00:00,,A black male shoots mostly Asians on train in New York.  I am going to call this a hate crime.,20,2,44,4,2,0,False,False,[],44,3_cleaned_data.json|medium|medium_engagement|no_media|not_quoted
1167001504039014400,3_cleaned_data.json,71,https://x.com/THATGUY_HARVEY/status/1167001504039014400,2019-08-29 09:10:15+00:00,,I hate drunk people always starting to start fights like chill tf out 😂,14,1,2,0,0,0,False,False,[],45,3_cleaned_data.json|medium|low_engagement|no_media|not_quoted
442315271983083520,3_cleaned_data.json,16,https://x.com/HeyImDestinyy_/status/442315271983083520,2014-03-08 15:05:53+00:00,,I hate niggers,3,2,6,2,0,0,False,False,[],46,3_cleaned_data.json|short|low_engagement|no_media|not_quoted
1371378382357766149,0_cleaned_data.json,267,https://x.com/DebKilroy/status/1371378382357766149,2021-03-15 08:30:59+00:00,,So the Prime Minister of this country called Australia just threatened to shoot women who complain about being raped &amp; sexually assaulted WTAF I’m sick of men’s violence Men who are elected into the highest office threatened us with violence if we don’t shut up #March4Justiceau,46,6,159,35,1,0,False,False,"['0_cleaned_data.json', '1_cleaned_data.json']",47,0_cleaned_data.json|long|medium_engagement|no_media|not_quoted
1240313779855847424,0_cleaned_data.json,150,https://x.com/ProudSocialist/status/1240313779855847424,2020-03-18 16:27:03+00:00,,"Trump just did it again.

He called the coronavirus the “Chinese virus” and in doing so is inciting racism against Asian-Americans.

This needs to fucking stop right now.

Viruses don’t have a nationality &amp; they don’t discriminate. They affect all of us &amp; racism is not the cure.",48,180,2500,653,39,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '1_cleaned_data.json']",48,0_cleaned_data.json|long|high_engagement|no_media|not_quoted
1393581564374790147,2_cleaned_data.json,41,https://x.com/iamjessnellaa/status/1393581564374790147,2021-05-15 14:58:31+00:00,,If you’re offended that I said men are dumb as hell it’s because it probably applies to you. If you’re not then you get the concept of venting,28,51,178,4,5,0,False,False,[],49,2_cleaned_data.json|medium|high_engagement|no_media|not_quoted
959685036311064576,0_cleaned_data.json,2,https://x.com/gregorysaIcido/status/959685036311064576,2018-02-03 07:08:37+00:00,,You know what I hate Niggers.,6,47,3,1,7,0,False,False,"['0_cleaned_data.json', '1_cleaned_data.json']",50,0_cleaned_data.json|short|medium_engagement|no_media|not_quoted
1236895750392434688,3_cleaned_data.json,235,https://x.com/ellymelly/status/1236895750392434688,2020-03-09 06:05:01+00:00,,"Epidemics are named after where they originate. If you're a sensitive #communist dictatorship and you don't want to be associated with a deadly global pandemic - stay away from bats... 🙃🤔🦇

#WuhanVirus #KungFlu #China #CoronaVirus #COVID2019",36,58,161,33,19,0,False,True,[],51,3_cleaned_data.json|long|high_engagement|no_media|quoted
1407293890067984387,3_cleaned_data.json,250,https://x.com/nadine_chemali/status/1407293890067984387,2021-06-22 11:06:24+00:00,,"Can we throw men that idolise nick cave out already? I’m so sick of men that think dramatic depression &amp; addiction is cool yuck fk off 
EAT A VEGETABLE",29,15,164,6,0,0,False,False,[],52,3_cleaned_data.json|medium|medium_engagement|no_media|not_quoted
1217258960589377538,0_cleaned_data.json,313,https://x.com/fahimaxa/status/1217258960589377538,2020-01-15 01:35:26+00:00,,One of the main reasons why I cannot stand asian boys. They get so disrespectful and rude when they get turned down,22,1,14,3,1,0,False,False,['1_cleaned_data.json'],53,0_cleaned_data.json|medium|low_engagement|no_media|not_quoted
1320106611923439617,3_cleaned_data.json,251,https://x.com/KristenCarney/status/1320106611923439617,2020-10-24 20:55:17+00:00,,Can someone remind Chelsea Handler she’s a cunt,8,16,104,7,1,0,False,False,[],54,3_cleaned_data.json|short|medium_engagement|no_media|not_quoted
1512242874926125071,3_cleaned_data.json,142,https://x.com/viridescentivy/status/1512242874926125071,2022-04-08 01:36:12+00:00,,i do not like white people 😭,7,1,1,0,1,0,False,False,[],55,3_cleaned_data.json|short|low_engagement|no_media|not_quoted
470993859552366592,3_cleaned_data.json,244,https://x.com/joerogan/status/470993859552366592,2014-05-26 18:24:21+00:00,,"Dear everyone using ""natural"" deodorant, it's not working, you stinky bitch.",11,148,1464,1245,1,0,False,False,[],56,3_cleaned_data.json|medium|high_engagement|no_media|not_quoted
1179129561835081729,2_cleaned_data.json,137,https://x.com/_1shaymaa/status/1179129561835081729,2019-10-01 20:22:49+00:00,,i really hate fat niggas,5,4,3,1,1,0,False,False,[],57,2_cleaned_data.json|short|low_engagement|no_media|not_quoted
1539969692319641602,0_cleaned_data.json,330,https://x.com/R0SYGASHINA/status/1539969692319641602,2022-06-23 13:52:40+00:00,,not gonna go on a rant about how much I despise religious people bc I'll be here for a while,20,0,4,0,0,0,False,False,['1_cleaned_data.json'],58,0_cleaned_data.json|medium|low_engagement|no_media|not_quoted
1437698220369526785,2_cleaned_data.json,53,https://x.com/BernieWanzie/status/1437698220369526785,2021-09-14 08:42:21+00:00,,"I’m sorry, but I don’t like female nurses.
Very few actually treat sick people with empathy. I think hospitals need to be strict on this. Tag the nurses’ names to their uniforms so we can report them via suggestion boxes. More than 10 complaints against 1 nurse and you’re fired!",50,7,36,7,1,0,False,False,[],59,2_cleaned_data.json|long|medium_engagement|no_media|not_quoted
1371313902500204547,2_cleaned_data.json,16,https://x.com/pyaezone/status/1371313902500204547,2021-03-15 04:14:46+00:00,,"Let me get this straight.

#UN is useless.

#EU #UK #US is busy with their own shit.

#China and #Russia only care about things, not People.

We are all on our own.

So, we will do everything we can. 

We have alr sacrificed everything.

Don't come and judge us from now on.",52,14,454,204,47,0,False,False,[],60,2_cleaned_data.json|long|medium_engagement|no_media|not_quoted
1509293232311648260,2_cleaned_data.json,2,https://x.com/Coolness941/status/1509293232311648260,2022-03-30 22:15:22+00:00,,"Maybe before I exit Twitter for good this year, I’ll explain why I don’t like American Idol’s Season 1 winner. Until then, what’s understood doesn’t need to be explained.",29,5,11,0,3,0,False,False,[],61,2_cleaned_data.json|medium|medium_engagement|no_media|not_quoted
1028550511291588609,2_cleaned_data.json,163,https://x.com/tanamongeau/status/1028550511291588609,2018-08-12 07:55:26+00:00,,i hate when random bitches at parties ask to smoke my blunt like i would literally have 1/1000th of a gram of weed more than talk to you about Lulu lemons and yoga,33,63,7244,342,9,0,False,False,[],62,2_cleaned_data.json|long|high_engagement|no_media|not_quoted
1513634508725276676,3_cleaned_data.json,252,https://x.com/ImaMANNYiak/status/1513634508725276676,2022-04-11 21:46:03+00:00,,"Cam Newton got on a podcast and critique men and it was a normal day, this nigga then went on to critique women and its about to be Will Smith pt 2. I hate this app sometimes lol",38,60,3327,634,84,0,False,False,[],63,3_cleaned_data.json|long|high_engagement|no_media|not_quoted
318197930999808000,3_cleaned_data.json,107,https://x.com/ClintJacob55/status/318197930999808000,2013-03-31 03:07:53+00:00,,I fucking hate indian parents soo ignorant and fucking inreasonable,10,1,0,0,0,0,False,False,[],64,3_cleaned_data.json|short|low_engagement|no_media|not_quoted
1418631654705336329,0_cleaned_data.json,88,https://x.com/NoHolyScripture/status/1418631654705336329,2021-07-23 17:58:38+00:00,,"Why I despise Islam.

‘Apostate men must be killed, while women must be held in solitary confinement and beaten every three days till they recant and return to Islam.’ https://t.co/BCzigECpqB",30,10,118,39,2,1,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '1_cleaned_data.json']",65,0_cleaned_data.json|medium|medium_engagement|no_media|not_quoted
1318995728207839234,3_cleaned_data.json,113,https://x.com/TriNiBaD_/status/1318995728207839234,2020-10-21 19:21:02+00:00,,I fucking hate female Aquarius’s.,5,3,2,0,0,0,False,False,[],66,3_cleaned_data.json|short|low_engagement|no_media|not_quoted
1260658492873957376,2_cleaned_data.json,17,https://x.com/TreyTheProfit/status/1260658492873957376,2020-05-13 19:49:41+00:00,,Let me get on this app &amp; dawg the entire Mexican race or say I fucking hate black people 🤣🤣🤣🤣🤣 y’all got me deaddddddddd,24,1,0,0,0,0,False,True,[],67,2_cleaned_data.json|medium|low_engagement|no_media|quoted
1395825693448151040,3_cleaned_data.json,469,https://x.com/berniemerchant/status/1395825693448151040,2021-05-21 19:35:53+00:00,,“Fuck all men” the fuck happened to the other 110 genders?,11,19,737,14,25,0,False,False,[],68,3_cleaned_data.json|medium|high_engagement|no_media|not_quoted
1437120494453596162,3_cleaned_data.json,289,https://x.com/Kelly_G_X/status/1437120494453596162,2021-09-12 18:26:40+00:00,,"A lad has just had a go at me because saying babe to him is misleading apparently 🙄
I call everyone babe it doesn’t mean I want to bang them ffs 🤦🏻‍♀️

I’m sick of men 😂",37,82,167,5,3,0,False,False,[],69,3_cleaned_data.json|long|high_engagement|no_media|not_quoted
501218876114599936,3_cleaned_data.json,65,https://x.com/Jswords_/status/501218876114599936,2014-08-18 04:07:46+00:00,,I hate fat people,4,2,0,1,0,0,False,False,[],70,3_cleaned_data.json|short|low_engagement|no_media|not_quoted
1332468578050854912,0_cleaned_data.json,332,https://x.com/Co_B/status/1332468578050854912,2020-11-27 23:37:19+00:00,,"Nobody: 

My grandma: yea Gregory was touch by another man as a child 

(While my cousin was sitting there) 

Dawg I fucking hate black people!! Like why the fuck you bring up personal trauma in front of people",38,2,1,0,0,0,False,False,['1_cleaned_data.json'],71,0_cleaned_data.json|long|low_engagement|no_media|not_quoted
1515822368068931584,3_cleaned_data.json,66,https://x.com/Zinoo5pf/status/1515822368068931584,2022-04-17 22:39:49+00:00,,"I Hate fat girls so much, they always have stupid shit to say.",13,3,1,0,0,0,False,False,[],72,3_cleaned_data.json|medium|low_engagement|no_media|not_quoted
410940226883047424,2_cleaned_data.json,5,https://x.com/DatBkDude/status/410940226883047424,2013-12-12 01:12:39+00:00,,Man I fucking HATE nigger twitter.,6,1,0,0,0,0,False,False,[],73,2_cleaned_data.json|short|low_engagement|no_media|not_quoted
423589297720004608,2_cleaned_data.json,35,https://x.com/AnnCoulter/status/423589297720004608,2014-01-15 22:55:33+00:00,,"Invite me on your show, you lying pussy.  RT @Matthops82  ""Republicans are afraid of me. They don't want to talk to me."" - @edshow",24,270,421,545,0,0,False,False,[],74,2_cleaned_data.json|medium|high_engagement|no_media|not_quoted
849654065437052928,2_cleaned_data.json,7,https://x.com/pilotcarrigton3/status/849654065437052928,2017-04-05 16:04:49+00:00,,"Man fuck it if you not F.C.M.G , SC 4700, and or Greenlife then I'm sending good shots at y'all weak Asses 😂😂💯",23,1,2,0,0,0,False,False,[],75,2_cleaned_data.json|medium|low_engagement|no_media|not_quoted
1503522630044991495,3_cleaned_data.json,255,https://x.com/otencia3/status/1503522630044991495,2022-03-15 00:05:03+00:00,,"BTW I don’t hate all men, I just believe men of God need to be held accountable the same way y’all hold women of God accountable.",26,4,36,13,1,0,False,False,[],76,3_cleaned_data.json|medium|medium_engagement|no_media|not_quoted
959399799723196416,0_cleaned_data.json,213,https://x.com/HeartEyes4Brady/status/959399799723196416,2018-02-02 12:15:11+00:00,,"The things I see on here, God I hate men #CringeWorthy 😖",12,16,16,2,0,0,False,False,"['0_cleaned_data.json', '1_cleaned_data.json']",77,0_cleaned_data.json|medium|medium_engagement|no_media|not_quoted
1309201426376265729,3_cleaned_data.json,245,https://x.com/NickyAACampbell/status/1309201426376265729,2020-09-24 18:41:58+00:00,,Daughter at Uni loves running. Just told me ‘I’m sick of men in cars honking their horns and shouting out the car window at me. Two men in a car got stuck at a red light and I went up to  window and told them to go f**k themselves. Should have seen their faces.’,54,331,10637,260,58,0,False,False,[],78,3_cleaned_data.json|long|high_engagement|no_media|not_quoted
1301905239491178496,3_cleaned_data.json,163,https://x.com/___jkitty/status/1301905239491178496,2020-09-04 15:29:31+00:00,,I cannot stand men who don’t believe in lesbianism.. like the ones who will shoot at a fem knowing she has a girl ? like what don’t you understand about WE DO NOT WANT YOU 🗣,36,5,163,44,6,0,False,False,[],79,3_cleaned_data.json|long|medium_engagement|no_media|not_quoted
1364444425192005639,0_cleaned_data.json,0,https://x.com/Prabathkv96/status/1364444425192005639,2021-02-24 05:17:55+00:00,,You're cute but i don't like fat guys 😅,9,11,23,0,0,0,False,True,['1_cleaned_data.json'],80,0_cleaned_data.json|short|medium_engagement|no_media|quoted
272576838574948352,3_cleaned_data.json,187,https://x.com/shatsontherun/status/272576838574948352,2012-11-25 05:45:57+00:00,,I can't stand pregnant people this girl got me at the wing stop,13,1,0,0,0,0,False,False,[],81,3_cleaned_data.json|medium|low_engagement|no_media|not_quoted
1232709068562800640,3_cleaned_data.json,248,https://x.com/Jkylebass/status/1232709068562800640,2020-02-26 16:48:39+00:00,,China Southern Airliner from Guangdong (hotbed with 2nd most infections in China) landing in Kenya today. CCP has control of Kenyan govt...reckless behavior from the Chinese Communists. Africa can’t protect itself from this kind of virus. #coronaviruschina #WuFlu #coronavirus,39,199,2735,1944,183,0,False,True,[],82,3_cleaned_data.json|long|high_engagement|no_media|quoted
738983185413853184,2_cleaned_data.json,159,https://x.com/Thunderwood85/status/738983185413853184,2016-06-04 06:38:15+00:00,,I hate women,3,4,21,5,0,0,False,False,[],83,2_cleaned_data.json|short|medium_engagement|no_media|not_quoted
